"","Text","Score","Positive","Negative"
"259","Sorry not interested in FakeNews HollywoodBtw most were watching PresidentTrumps FirstDays a",-2,0,2
"260","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"261","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"262","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"263","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"264","Dear God
Thank you for answering our prayers
A grateful NationGodBlessAmerica PresidentTrump ElectionDay",1,1,0
"265","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"266","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"267","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"268","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"269","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"270","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"271","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"272","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"273","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"274","The Ceremony PresidentTrump FirstDays xICeIrcuD",0,0,0
"275","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"276","Sorry not interested in FakeNews HollywoodBtw most were watching PresidentTrumps FirstDays aqZQYkMJZ",-2,0,2
"277","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"278","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"279","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"280","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"281","PRESIDENTTRUMP
THANK YOU FOR RUNNING AND BEING SMART ENOUGH TO WIN TY FOR NOT BEING BOUGHT OFFTY FORCARING FOR US ALL",2,3,1
"282","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"283","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"284","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"285","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"286","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"287","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"288","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"289","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"290","Yes our PresidentTrump ROCKS vImjlhlyJH",0,0,0
"291","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"292","PresidentTrump may have denigrated HRCs actions CROOKED but NEVER called her",-1,0,1
"293","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble",2,2,0
"294","now mainstreammedia is BRAGGING about sabotaging PresidentTrumps health care reform Didnt expect anything less really",1,1,0
"295","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"296","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"297","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"298","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble",2,2,0
"299","Which news channel is more neutral media DonaldTrump PresidentTrump TrumpNews",0,0,0
"300","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"301","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"302","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"303","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"304","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"305","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"306","NewsAtCorrespondentsDinner took place without PresidentTrump TheFirstDays FakeNewsDebate",0,0,0
"307","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"308","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"309","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"310","Let me get this straight U want me t BXnQxvvvQ",0,0,0
"311","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"312","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"313","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"314","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"315","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"316","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"317","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"318","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"319","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"320","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"321","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"322","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"323","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"324","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"325","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"326","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"327","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"328","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"329","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"330","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"331","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"332","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"333","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"334","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"335","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"336","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"337","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"338","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble",2,2,0
"339","USA is now under new management PresidentTrumpteam MAGA kWKlxkjEL",0,0,0
"340","Heres why I voted TrumpVOTING PresidentTrump inJoin TrumpsArmy America is worth fighting for MAGA",0,1,1
"341","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"342","Egos fight PresidentTrump BladimiPutin Kim Jongun",0,0,0
"343","Looks like PresidentTrump whopped them all EhldNSAKW",1,1,0
"344","PresidentTrump may have denigrated HRCs actions CROOKED but NEVER called her",-1,0,1
"345","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"346","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"347","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble",2,2,0
"348","Looks like PresidentTrump whopped them all EhldNSAKW",1,1,0
"349","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"350","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"351","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"352","Heres why I voted TrumpVOTING PresidentTrump inJoin TrumpsArmy America is worth fighting for MAGA",0,1,1
"353","Checking just to be sure P USElection PresidentTrump rFjWCDOY",0,0,0
"354","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble",2,2,0
"355","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"356","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"357","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"358","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"359","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"360","PresidentTrump is one of us There is no elitist average American divide becauserepresents the avera wXuFrlIgg",-1,0,1
"361","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"362","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"363","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"364","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble",2,2,0
"365","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"366","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"367","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"368","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"369","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump Gods ble",2,2,0
"370","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"371","Just amazing but completely expected They American people the patriots of our nation LOVE OUR PresidentTrump G QSwQpJcCRV",2,2,0
"372","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"373","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"374","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"375","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"376","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"377","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"378","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"379","If GodThese Incredible People Are For You Who Can Be Against YouPresidentTrump youll be BESTEVERMAGA CCOT",1,1,0
"380","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"381","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"382","Were Donald Trumps firstdays a success DaysOfTrump DonaldTrump PresidentTrump",1,1,0
"383","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"384","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"385","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"386","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"387","YzUVVWxSfC President Trump brings backof his biggest hits from last years rallies The Snake TrumpRally PresidentTrump",1,1,0
"388","Dont ever forget the lifestyle PresidentTrump gave up to MAGA not mention his family He did it for usFirstDays T",-1,0,1
"389","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"390","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
